County,State,FIPS.County.Code,X2006.Prescribing.Rate,Year,County.1,State.1,FIPS.County.Code.1,X2007.Prescribing.Rate,Year.1,County.2,State.2,FIPS.County.Code.2,X2008.Prescribing.Rate,Year.2,County.3,State.3,FIPS.County.Code.3,X2009.Prescribing.Rate,Year.3,County.4,State.4,FIPS.County.Code.4,X2010.Prescribing.Rate,Year.4,County.5,State.5,FIPS.County.Code.5,X2011.Prescribing.Rate,Year.5,County.6,State.6,FIPS.County.Code.6,X2012.Prescribing.Rate,Year.6,County.7,State.7,FIPS.County.Code.7,X2013.Prescribing.Rate,Year.7,County.8,State.8,FIPS.County.Code.8,X2014.Prescribing.Rate,Year.8,County.9,State.9,FIPS.County.Code.9,X2015.Prescribing.Rate,Year.9,County.10,State.10,FIPS.County.Code.10,X2016.Prescribing.Rate,Year.10,County.11,State.11,State.County.FIPS.Code,X2017,Year.11
"Blount, AL",AL,1009,40.3,X2006.Prescribing.Rate,"Blount, AL",AL,1009,44.6,X2007.Prescribing.Rate,"Blount, AL",AL,1009,58.2,X2008.Prescribing.Rate,"Blount, AL",AL,1009,56.2,X2009.Prescribing.Rate,"Blount, AL",AL,1009,60.1,X2010.Prescribing.Rate,"Blount, AL",AL,1009,64.8,X2011.Prescribing.Rate,"Blount, AL",AL,1009,66.6,X2012.Prescribing.Rate,"Blount, AL",AL,1009,65.9,X2013.Prescribing.Rate,"Blount, AL",AL,1009,63.2,X2014.Prescribing.Rate,"Blount, AL",AL,1009,57.9,X2015.Prescribing.Rate,"Blount, AL",AL,1009,56.9,X2016.Prescribing.Rate,CULLMAN,AL,1043,141.1,2017
"Bullock, AL",AL,1011,34.6,X2006.Prescribing.Rate,"Bullock, AL",AL,1011,37.7,X2007.Prescribing.Rate,"Bullock, AL",AL,1011,41.1,X2008.Prescribing.Rate,"Bullock, AL",AL,1011,46.3,X2009.Prescribing.Rate,"Bullock, AL",AL,1011,53.8,X2010.Prescribing.Rate,"Bullock, AL",AL,1011,41,X2011.Prescribing.Rate,"Bullock, AL",AL,1011,40.8,X2012.Prescribing.Rate,"Bullock, AL",AL,1011,41.2,X2013.Prescribing.Rate,"Bullock, AL",AL,1011,34.3,X2014.Prescribing.Rate,"Bullock, AL",AL,1011,23.4,X2015.Prescribing.Rate,"Bullock, AL",AL,1011,19.8,X2016.Prescribing.Rate,DALE,AL,1045,69.6,2017
"Butler, AL",AL,1013,105.4,X2006.Prescribing.Rate,"Butler, AL",AL,1013,102,X2007.Prescribing.Rate,"Butler, AL",AL,1013,104.5,X2008.Prescribing.Rate,"Butler, AL",AL,1013,121.2,X2009.Prescribing.Rate,"Butler, AL",AL,1013,117.5,X2010.Prescribing.Rate,"Butler, AL",AL,1013,135.8,X2011.Prescribing.Rate,"Butler, AL",AL,1013,158.6,X2012.Prescribing.Rate,"Butler, AL",AL,1013,149.7,X2013.Prescribing.Rate,"Butler, AL",AL,1013,145,X2014.Prescribing.Rate,"Butler, AL",AL,1013,140.5,X2015.Prescribing.Rate,"Butler, AL",AL,1013,135.4,X2016.Prescribing.Rate,DALLAS,AL,1047,102.6,2017
"Calhoun, AL",AL,1015,165.7,X2006.Prescribing.Rate,"Calhoun, AL",AL,1015,173.4,X2007.Prescribing.Rate,"Calhoun, AL",AL,1015,174.4,X2008.Prescribing.Rate,"Calhoun, AL",AL,1015,175.9,X2009.Prescribing.Rate,"Calhoun, AL",AL,1015,182.5,X2010.Prescribing.Rate,"Calhoun, AL",AL,1015,176.7,X2011.Prescribing.Rate,"Calhoun, AL",AL,1015,185.6,X2012.Prescribing.Rate,"Calhoun, AL",AL,1015,188.9,X2013.Prescribing.Rate,"Calhoun, AL",AL,1015,180,X2014.Prescribing.Rate,"Calhoun, AL",AL,1015,165.4,X2015.Prescribing.Rate,"Calhoun, AL",AL,1015,161,X2016.Prescribing.Rate,DE KALB,AL,1049,103.2,2017
"Chambers, AL",AL,1017,120.4,X2006.Prescribing.Rate,"Chambers, AL",AL,1017,133.8,X2007.Prescribing.Rate,"Chambers, AL",AL,1017,134.9,X2008.Prescribing.Rate,"Chambers, AL",AL,1017,144.9,X2009.Prescribing.Rate,"Chambers, AL",AL,1017,150.3,X2010.Prescribing.Rate,"Chambers, AL",AL,1017,152.5,X2011.Prescribing.Rate,"Chambers, AL",AL,1017,168.4,X2012.Prescribing.Rate,"Chambers, AL",AL,1017,169.7,X2013.Prescribing.Rate,"Chambers, AL",AL,1017,163.1,X2014.Prescribing.Rate,"Chambers, AL",AL,1017,147.3,X2015.Prescribing.Rate,"Chambers, AL",AL,1017,140.6,X2016.Prescribing.Rate,ELMORE,AL,1051,109.4,2017
"Cherokee, AL",AL,1019,123.8,X2006.Prescribing.Rate,"Cherokee, AL",AL,1019,137.5,X2007.Prescribing.Rate,"Cherokee, AL",AL,1019,146.3,X2008.Prescribing.Rate,"Cherokee, AL",AL,1019,162.5,X2009.Prescribing.Rate,"Cherokee, AL",AL,1019,165.6,X2010.Prescribing.Rate,"Cherokee, AL",AL,1019,159.7,X2011.Prescribing.Rate,"Cherokee, AL",AL,1019,165.3,X2012.Prescribing.Rate,"Cherokee, AL",AL,1019,163.8,X2013.Prescribing.Rate,"Cherokee, AL",AL,1019,175.1,X2014.Prescribing.Rate,"Cherokee, AL",AL,1019,169.2,X2015.Prescribing.Rate,"Cherokee, AL",AL,1019,157.7,X2016.Prescribing.Rate,ESCAMBIA,AL,1053,154.9,2017
"Chilton, AL",AL,1021,109,X2006.Prescribing.Rate,"Chilton, AL",AL,1021,111.9,X2007.Prescribing.Rate,"Chilton, AL",AL,1021,115.2,X2008.Prescribing.Rate,"Chilton, AL",AL,1021,116.9,X2009.Prescribing.Rate,"Chilton, AL",AL,1021,114.7,X2010.Prescribing.Rate,"Chilton, AL",AL,1021,120.7,X2011.Prescribing.Rate,"Chilton, AL",AL,1021,130.3,X2012.Prescribing.Rate,"Chilton, AL",AL,1021,134.3,X2013.Prescribing.Rate,"Chilton, AL",AL,1021,132.1,X2014.Prescribing.Rate,"Chilton, AL",AL,1021,120.6,X2015.Prescribing.Rate,"Chilton, AL",AL,1021,120.4,X2016.Prescribing.Rate,ETOWAH,AL,1055,130.5,2017
"Choctaw, AL",AL,1023,60.2,X2006.Prescribing.Rate,"Choctaw, AL",AL,1023,99.8,X2007.Prescribing.Rate,"Choctaw, AL",AL,1023,106,X2008.Prescribing.Rate,"Choctaw, AL",AL,1023,95.7,X2009.Prescribing.Rate,"Choctaw, AL",AL,1023,110.3,X2010.Prescribing.Rate,"Choctaw, AL",AL,1023,115.3,X2011.Prescribing.Rate,"Choctaw, AL",AL,1023,125.8,X2012.Prescribing.Rate,"Choctaw, AL",AL,1023,125.9,X2013.Prescribing.Rate,"Choctaw, AL",AL,1023,141.2,X2014.Prescribing.Rate,"Choctaw, AL",AL,1023,97,X2015.Prescribing.Rate,"Choctaw, AL",AL,1023,97.8,X2016.Prescribing.Rate,FAYETTE,AL,1057,114.3,2017
"Clarke, AL",AL,1025,120.6,X2006.Prescribing.Rate,"Clarke, AL",AL,1025,126.1,X2007.Prescribing.Rate,"Clarke, AL",AL,1025,132.7,X2008.Prescribing.Rate,"Clarke, AL",AL,1025,155.7,X2009.Prescribing.Rate,"Clarke, AL",AL,1025,166.6,X2010.Prescribing.Rate,"Clarke, AL",AL,1025,171.9,X2011.Prescribing.Rate,"Clarke, AL",AL,1025,181.9,X2012.Prescribing.Rate,"Clarke, AL",AL,1025,189,X2013.Prescribing.Rate,"Clarke, AL",AL,1025,184.3,X2014.Prescribing.Rate,"Clarke, AL",AL,1025,165.6,X2015.Prescribing.Rate,"Clarke, AL",AL,1025,164.7,X2016.Prescribing.Rate,FRANKLIN,AL,1059,181.3,2017
"Clay, AL",AL,1027,114,X2006.Prescribing.Rate,"Clay, AL",AL,1027,118.6,X2007.Prescribing.Rate,"Clay, AL",AL,1027,128,X2008.Prescribing.Rate,"Clay, AL",AL,1027,137.4,X2009.Prescribing.Rate,"Clay, AL",AL,1027,127.2,X2010.Prescribing.Rate,"Clay, AL",AL,1027,130.3,X2011.Prescribing.Rate,"Clay, AL",AL,1027,144.6,X2012.Prescribing.Rate,"Clay, AL",AL,1027,163.3,X2013.Prescribing.Rate,"Clay, AL",AL,1027,150.6,X2014.Prescribing.Rate,"Clay, AL",AL,1027,139.7,X2015.Prescribing.Rate,"Clay, AL",AL,1027,133.7,X2016.Prescribing.Rate,GENEVA,AL,1061,42.1,2017
"Cleburne, AL",AL,1029,12.6,X2006.Prescribing.Rate,"Cleburne, AL",AL,1029,23.9,X2007.Prescribing.Rate,"Cleburne, AL",AL,1029,27.6,X2008.Prescribing.Rate,"Cleburne, AL",AL,1029,29.4,X2009.Prescribing.Rate,"Cleburne, AL",AL,1029,19.8,X2010.Prescribing.Rate,"Cleburne, AL",AL,1029,26.1,X2011.Prescribing.Rate,"Cleburne, AL",AL,1029,36.9,X2012.Prescribing.Rate,"Cleburne, AL",AL,1029,41.8,X2013.Prescribing.Rate,"Cleburne, AL",AL,1029,48.2,X2014.Prescribing.Rate,"Cleburne, AL",AL,1029,51.1,X2015.Prescribing.Rate,"Cleburne, AL",AL,1029,44.2,X2016.Prescribing.Rate,GREENE,AL,1063,53.9,2017
"Coffee, AL",AL,1031,118.6,X2006.Prescribing.Rate,"Coffee, AL",AL,1031,118.4,X2007.Prescribing.Rate,"Coffee, AL",AL,1031,117.7,X2008.Prescribing.Rate,"Coffee, AL",AL,1031,127,X2009.Prescribing.Rate,"Coffee, AL",AL,1031,134,X2010.Prescribing.Rate,"Coffee, AL",AL,1031,152.6,X2011.Prescribing.Rate,"Coffee, AL",AL,1031,168.8,X2012.Prescribing.Rate,"Coffee, AL",AL,1031,147.2,X2013.Prescribing.Rate,"Coffee, AL",AL,1031,143.2,X2014.Prescribing.Rate,"Coffee, AL",AL,1031,131.9,X2015.Prescribing.Rate,"Coffee, AL",AL,1031,129.5,X2016.Prescribing.Rate,HALE,AL,1065,98.7,2017
"Colbert, AL",AL,1033,196.8,X2006.Prescribing.Rate,"Colbert, AL",AL,1033,215.3,X2007.Prescribing.Rate,"Colbert, AL",AL,1033,211.5,X2008.Prescribing.Rate,"Colbert, AL",AL,1033,213.5,X2009.Prescribing.Rate,"Colbert, AL",AL,1033,209.6,X2010.Prescribing.Rate,"Colbert, AL",AL,1033,208.7,X2011.Prescribing.Rate,"Colbert, AL",AL,1033,221.2,X2012.Prescribing.Rate,"Colbert, AL",AL,1033,229.9,X2013.Prescribing.Rate,"Colbert, AL",AL,1033,234.3,X2014.Prescribing.Rate,"Colbert, AL",AL,1033,222.9,X2015.Prescribing.Rate,"Colbert, AL",AL,1033,208.1,X2016.Prescribing.Rate,HENRY,AL,1067,26.7,2017
"Conecuh, AL",AL,1035,142.1,X2006.Prescribing.Rate,"Conecuh, AL",AL,1035,156.9,X2007.Prescribing.Rate,"Conecuh, AL",AL,1035,168.9,X2008.Prescribing.Rate,"Conecuh, AL",AL,1035,199.5,X2009.Prescribing.Rate,"Conecuh, AL",AL,1035,187.8,X2010.Prescribing.Rate,"Conecuh, AL",AL,1035,170.7,X2011.Prescribing.Rate,"Conecuh, AL",AL,1035,172.7,X2012.Prescribing.Rate,"Conecuh, AL",AL,1035,170.8,X2013.Prescribing.Rate,"Conecuh, AL",AL,1035,154.4,X2014.Prescribing.Rate,"Conecuh, AL",AL,1035,102.8,X2015.Prescribing.Rate,"Conecuh, AL",AL,1035,93.9,X2016.Prescribing.Rate,HOUSTON,AL,1069,136.2,2017
"Coosa, AL",AL,1037,25.2,X2006.Prescribing.Rate,"Coosa, AL",AL,1037,32.7,X2007.Prescribing.Rate,"Coosa, AL",AL,1037,45.4,X2008.Prescribing.Rate,"Coosa, AL",AL,1037,48,X2009.Prescribing.Rate,"Coosa, AL",AL,1037,50.6,X2010.Prescribing.Rate,"Coosa, AL",AL,1037,52,X2011.Prescribing.Rate,"Coosa, AL",AL,1037,56.8,X2012.Prescribing.Rate,"Coosa, AL",AL,1037,51.8,X2013.Prescribing.Rate,"Coosa, AL",AL,1037,35.7,X2014.Prescribing.Rate,"Coosa, AL",AL,1037,26.8,X2015.Prescribing.Rate,"Coosa, AL",AL,1037,25.4,X2016.Prescribing.Rate,JACKSON,AL,1071,138.6,2017
"Covington, AL",AL,1039,202.1,X2006.Prescribing.Rate,"Covington, AL",AL,1039,206.9,X2007.Prescribing.Rate,"Covington, AL",AL,1039,200.3,X2008.Prescribing.Rate,"Covington, AL",AL,1039,187.6,X2009.Prescribing.Rate,"Covington, AL",AL,1039,185.9,X2010.Prescribing.Rate,"Covington, AL",AL,1039,178,X2011.Prescribing.Rate,"Covington, AL",AL,1039,202.5,X2012.Prescribing.Rate,"Covington, AL",AL,1039,219,X2013.Prescribing.Rate,"Covington, AL",AL,1039,216.2,X2014.Prescribing.Rate,"Covington, AL",AL,1039,198.8,X2015.Prescribing.Rate,"Covington, AL",AL,1039,170.9,X2016.Prescribing.Rate,JEFFERSON,AL,1073,104.2,2017
"Crenshaw, AL",AL,1041,93.7,X2006.Prescribing.Rate,"Crenshaw, AL",AL,1041,100.6,X2007.Prescribing.Rate,"Crenshaw, AL",AL,1041,107.9,X2008.Prescribing.Rate,"Crenshaw, AL",AL,1041,108.7,X2009.Prescribing.Rate,"Crenshaw, AL",AL,1041,116.9,X2010.Prescribing.Rate,"Crenshaw, AL",AL,1041,113.7,X2011.Prescribing.Rate,"Crenshaw, AL",AL,1041,120.5,X2012.Prescribing.Rate,"Crenshaw, AL",AL,1041,111.8,X2013.Prescribing.Rate,"Crenshaw, AL",AL,1041,101.5,X2014.Prescribing.Rate,"Crenshaw, AL",AL,1041,94,X2015.Prescribing.Rate,"Crenshaw, AL",AL,1041,90.9,X2016.Prescribing.Rate,LAMAR,AL,1075,75.4,2017
"Cullman, AL",AL,1043,140.6,X2006.Prescribing.Rate,"Cullman, AL",AL,1043,150.6,X2007.Prescribing.Rate,"Cullman, AL",AL,1043,155.2,X2008.Prescribing.Rate,"Cullman, AL",AL,1043,174.7,X2009.Prescribing.Rate,"Cullman, AL",AL,1043,178.8,X2010.Prescribing.Rate,"Cullman, AL",AL,1043,180.6,X2011.Prescribing.Rate,"Cullman, AL",AL,1043,191.4,X2012.Prescribing.Rate,"Cullman, AL",AL,1043,190.4,X2013.Prescribing.Rate,"Cullman, AL",AL,1043,182.6,X2014.Prescribing.Rate,"Cullman, AL",AL,1043,172,X2015.Prescribing.Rate,"Cullman, AL",AL,1043,166.2,X2016.Prescribing.Rate,LAUDERDALE,AL,1077,104.7,2017
"Dale, AL",AL,1045,64,X2006.Prescribing.Rate,"Dale, AL",AL,1045,61.5,X2007.Prescribing.Rate,"Dale, AL",AL,1045,62.9,X2008.Prescribing.Rate,"Dale, AL",AL,1045,71.2,X2009.Prescribing.Rate,"Dale, AL",AL,1045,79.1,X2010.Prescribing.Rate,"Dale, AL",AL,1045,75.1,X2011.Prescribing.Rate,"Dale, AL",AL,1045,77.3,X2012.Prescribing.Rate,"Dale, AL",AL,1045,74,X2013.Prescribing.Rate,"Dale, AL",AL,1045,71.5,X2014.Prescribing.Rate,"Dale, AL",AL,1045,63.8,X2015.Prescribing.Rate,"Dale, AL",AL,1045,78.7,X2016.Prescribing.Rate,LAWRENCE,AL,1079,98.8,2017
"Dallas, AL",AL,1047,77.9,X2006.Prescribing.Rate,"Dallas, AL",AL,1047,84.6,X2007.Prescribing.Rate,"Dallas, AL",AL,1047,92.1,X2008.Prescribing.Rate,"Dallas, AL",AL,1047,112.8,X2009.Prescribing.Rate,"Dallas, AL",AL,1047,126,X2010.Prescribing.Rate,"Dallas, AL",AL,1047,122.5,X2011.Prescribing.Rate,"Dallas, AL",AL,1047,118.6,X2012.Prescribing.Rate,"Dallas, AL",AL,1047,125.7,X2013.Prescribing.Rate,"Dallas, AL",AL,1047,123.3,X2014.Prescribing.Rate,"Dallas, AL",AL,1047,115.7,X2015.Prescribing.Rate,"Dallas, AL",AL,1047,117.8,X2016.Prescribing.Rate,LEE,AL,1081,58.5,2017
"DeKalb, AL",AL,1049,50.6,X2006.Prescribing.Rate,"DeKalb, AL",AL,1049,45.2,X2007.Prescribing.Rate,"DeKalb, AL",AL,1049,55.5,X2008.Prescribing.Rate,"DeKalb, AL",AL,1049,57.8,X2009.Prescribing.Rate,"DeKalb, AL",AL,1049,81.2,X2010.Prescribing.Rate,"DeKalb, AL",AL,1049,100.6,X2011.Prescribing.Rate,"DeKalb, AL",AL,1049,122.3,X2012.Prescribing.Rate,"DeKalb, AL",AL,1049,123.6,X2013.Prescribing.Rate,"DeKalb, AL",AL,1049,122.7,X2014.Prescribing.Rate,"DeKalb, AL",AL,1049,117.6,X2015.Prescribing.Rate,"DeKalb, AL",AL,1049,114.4,X2016.Prescribing.Rate,LIMESTONE,AL,1083,68.3,2017
"Elmore, AL",AL,1051,83,X2006.Prescribing.Rate,"Elmore, AL",AL,1051,88.6,X2007.Prescribing.Rate,"Elmore, AL",AL,1051,103.8,X2008.Prescribing.Rate,"Elmore, AL",AL,1051,108.4,X2009.Prescribing.Rate,"Elmore, AL",AL,1051,113.4,X2010.Prescribing.Rate,"Elmore, AL",AL,1051,129.9,X2011.Prescribing.Rate,"Elmore, AL",AL,1051,137.8,X2012.Prescribing.Rate,"Elmore, AL",AL,1051,132.2,X2013.Prescribing.Rate,"Elmore, AL",AL,1051,122.7,X2014.Prescribing.Rate,"Elmore, AL",AL,1051,113.1,X2015.Prescribing.Rate,"Elmore, AL",AL,1051,117.3,X2016.Prescribing.Rate,LOWNDES,AL,1085,0.4,2017
"Escambia, AL",AL,1053,116.7,X2006.Prescribing.Rate,"Escambia, AL",AL,1053,105.5,X2007.Prescribing.Rate,"Escambia, AL",AL,1053,115.9,X2008.Prescribing.Rate,"Escambia, AL",AL,1053,139.4,X2009.Prescribing.Rate,"Escambia, AL",AL,1053,145.7,X2010.Prescribing.Rate,"Escambia, AL",AL,1053,149,X2011.Prescribing.Rate,"Escambia, AL",AL,1053,152.1,X2012.Prescribing.Rate,"Escambia, AL",AL,1053,164.2,X2013.Prescribing.Rate,"Escambia, AL",AL,1053,166.8,X2014.Prescribing.Rate,"Escambia, AL",AL,1053,174.3,X2015.Prescribing.Rate,"Escambia, AL",AL,1053,173.9,X2016.Prescribing.Rate,MACON,AL,1087,44.6,2017
"Etowah, AL",AL,1055,126.2,X2006.Prescribing.Rate,"Etowah, AL",AL,1055,133.2,X2007.Prescribing.Rate,"Etowah, AL",AL,1055,145.6,X2008.Prescribing.Rate,"Etowah, AL",AL,1055,159.6,X2009.Prescribing.Rate,"Etowah, AL",AL,1055,163.1,X2010.Prescribing.Rate,"Etowah, AL",AL,1055,158.2,X2011.Prescribing.Rate,"Etowah, AL",AL,1055,191.1,X2012.Prescribing.Rate,"Etowah, AL",AL,1055,199.1,X2013.Prescribing.Rate,"Etowah, AL",AL,1055,191.4,X2014.Prescribing.Rate,"Etowah, AL",AL,1055,171.9,X2015.Prescribing.Rate,"Etowah, AL",AL,1055,156.8,X2016.Prescribing.Rate,MADISON,AL,1089,100.5,2017
"Fayette, AL",AL,1057,78,X2006.Prescribing.Rate,"Fayette, AL",AL,1057,85.8,X2007.Prescribing.Rate,"Fayette, AL",AL,1057,67.8,X2008.Prescribing.Rate,"Fayette, AL",AL,1057,43.7,X2009.Prescribing.Rate,"Fayette, AL",AL,1057,46.7,X2010.Prescribing.Rate,"Fayette, AL",AL,1057,48.9,X2011.Prescribing.Rate,"Fayette, AL",AL,1057,66,X2012.Prescribing.Rate,"Fayette, AL",AL,1057,150.9,X2013.Prescribing.Rate,"Fayette, AL",AL,1057,162.5,X2014.Prescribing.Rate,"Fayette, AL",AL,1057,162,X2015.Prescribing.Rate,"Fayette, AL",AL,1057,133.3,X2016.Prescribing.Rate,MARENGO,AL,1091,127.2,2017
"Franklin, AL",AL,1059,160.3,X2006.Prescribing.Rate,"Franklin, AL",AL,1059,144.7,X2007.Prescribing.Rate,"Franklin, AL",AL,1059,170.9,X2008.Prescribing.Rate,"Franklin, AL",AL,1059,174.1,X2009.Prescribing.Rate,"Franklin, AL",AL,1059,197.5,X2010.Prescribing.Rate,"Franklin, AL",AL,1059,223.2,X2011.Prescribing.Rate,"Franklin, AL",AL,1059,246,X2012.Prescribing.Rate,"Franklin, AL",AL,1059,237.6,X2013.Prescribing.Rate,"Franklin, AL",AL,1059,225.5,X2014.Prescribing.Rate,"Franklin, AL",AL,1059,222.4,X2015.Prescribing.Rate,"Franklin, AL",AL,1059,223.3,X2016.Prescribing.Rate,MARION,AL,1093,162.1,2017
"Geneva, AL",AL,1061,30.2,X2006.Prescribing.Rate,"Geneva, AL",AL,1061,23.5,X2007.Prescribing.Rate,"Geneva, AL",AL,1061,23.9,X2008.Prescribing.Rate,"Geneva, AL",AL,1061,26.5,X2009.Prescribing.Rate,"Geneva, AL",AL,1061,29.9,X2010.Prescribing.Rate,"Geneva, AL",AL,1061,31.7,X2011.Prescribing.Rate,"Geneva, AL",AL,1061,41.6,X2012.Prescribing.Rate,"Geneva, AL",AL,1061,44.3,X2013.Prescribing.Rate,"Geneva, AL",AL,1061,50.4,X2014.Prescribing.Rate,"Geneva, AL",AL,1061,56.4,X2015.Prescribing.Rate,"Geneva, AL",AL,1061,50.2,X2016.Prescribing.Rate,MARSHALL,AL,1095,163.9,2017
"Greene, AL",AL,1063,32.4,X2006.Prescribing.Rate,"Greene, AL",AL,1063,40.7,X2007.Prescribing.Rate,"Greene, AL",AL,1063,54.4,X2008.Prescribing.Rate,"Greene, AL",AL,1063,60.1,X2009.Prescribing.Rate,"Greene, AL",AL,1063,41.2,X2010.Prescribing.Rate,"Greene, AL",AL,1063,46.5,X2011.Prescribing.Rate,"Greene, AL",AL,1063,32.9,X2012.Prescribing.Rate,"Greene, AL",AL,1063,48,X2013.Prescribing.Rate,"Greene, AL",AL,1063,98.6,X2014.Prescribing.Rate,"Greene, AL",AL,1063,78.7,X2015.Prescribing.Rate,"Greene, AL",AL,1063,79.8,X2016.Prescribing.Rate,MOBILE,AL,1097,118.4,2017
"Hale, AL",AL,1065,59.3,X2006.Prescribing.Rate,"Hale, AL",AL,1065,63.4,X2007.Prescribing.Rate,"Hale, AL",AL,1065,63.8,X2008.Prescribing.Rate,"Hale, AL",AL,1065,76.4,X2009.Prescribing.Rate,"Hale, AL",AL,1065,91.1,X2010.Prescribing.Rate,"Hale, AL",AL,1065,92.6,X2011.Prescribing.Rate,"Hale, AL",AL,1065,98.6,X2012.Prescribing.Rate,"Hale, AL",AL,1065,102.7,X2013.Prescribing.Rate,"Hale, AL",AL,1065,100.2,X2014.Prescribing.Rate,"Hale, AL",AL,1065,85.1,X2015.Prescribing.Rate,"Hale, AL",AL,1065,97.7,X2016.Prescribing.Rate,MONROE,AL,1099,123.4,2017
"Henry, AL",AL,1067,41,X2006.Prescribing.Rate,"Henry, AL",AL,1067,39.3,X2007.Prescribing.Rate,"Henry, AL",AL,1067,31.4,X2008.Prescribing.Rate,"Henry, AL",AL,1067,42.9,X2009.Prescribing.Rate,"Henry, AL",AL,1067,40.3,X2010.Prescribing.Rate,"Henry, AL",AL,1067,35,X2011.Prescribing.Rate,"Henry, AL",AL,1067,37.5,X2012.Prescribing.Rate,"Henry, AL",AL,1067,36.5,X2013.Prescribing.Rate,"Henry, AL",AL,1067,37.3,X2014.Prescribing.Rate,"Henry, AL",AL,1067,49.2,X2015.Prescribing.Rate,"Henry, AL",AL,1067,30.7,X2016.Prescribing.Rate,MONTGOMERY,AL,1101,81.2,2017
"Houston, AL",AL,1069,157.6,X2006.Prescribing.Rate,"Houston, AL",AL,1069,167.1,X2007.Prescribing.Rate,"Houston, AL",AL,1069,171.7,X2008.Prescribing.Rate,"Houston, AL",AL,1069,185.5,X2009.Prescribing.Rate,"Houston, AL",AL,1069,192.6,X2010.Prescribing.Rate,"Houston, AL",AL,1069,192.8,X2011.Prescribing.Rate,"Houston, AL",AL,1069,185.2,X2012.Prescribing.Rate,"Houston, AL",AL,1069,179.8,X2013.Prescribing.Rate,"Houston, AL",AL,1069,161.1,X2014.Prescribing.Rate,"Houston, AL",AL,1069,146.6,X2015.Prescribing.Rate,"Houston, AL",AL,1069,142.8,X2016.Prescribing.Rate,MORGAN,AL,1103,117.7,2017
"Jackson, AL",AL,1071,108.9,X2006.Prescribing.Rate,"Jackson, AL",AL,1071,110.7,X2007.Prescribing.Rate,"Jackson, AL",AL,1071,106.8,X2008.Prescribing.Rate,"Jackson, AL",AL,1071,130,X2009.Prescribing.Rate,"Jackson, AL",AL,1071,132.8,X2010.Prescribing.Rate,"Jackson, AL",AL,1071,125.1,X2011.Prescribing.Rate,"Jackson, AL",AL,1071,140.7,X2012.Prescribing.Rate,"Jackson, AL",AL,1071,140.5,X2013.Prescribing.Rate,"Jackson, AL",AL,1071,135.6,X2014.Prescribing.Rate,"Jackson, AL",AL,1071,117.3,X2015.Prescribing.Rate,"Jackson, AL",AL,1071,144.6,X2016.Prescribing.Rate,PERRY,AL,1105,3.6,2017
"Jefferson, AL",AL,1073,119.4,X2006.Prescribing.Rate,"Jefferson, AL",AL,1073,123.7,X2007.Prescribing.Rate,"Jefferson, AL",AL,1073,128.3,X2008.Prescribing.Rate,"Jefferson, AL",AL,1073,134.3,X2009.Prescribing.Rate,"Jefferson, AL",AL,1073,138,X2010.Prescribing.Rate,"Jefferson, AL",AL,1073,139.9,X2011.Prescribing.Rate,"Jefferson, AL",AL,1073,141.2,X2012.Prescribing.Rate,"Jefferson, AL",AL,1073,136.7,X2013.Prescribing.Rate,"Jefferson, AL",AL,1073,130.2,X2014.Prescribing.Rate,"Jefferson, AL",AL,1073,123.4,X2015.Prescribing.Rate,"Jefferson, AL",AL,1073,116.7,X2016.Prescribing.Rate,PICKENS,AL,1107,70.1,2017
"Lamar, AL",AL,1075,53,X2006.Prescribing.Rate,"Lamar, AL",AL,1075,52.1,X2007.Prescribing.Rate,"Lamar, AL",AL,1075,53.1,X2008.Prescribing.Rate,"Lamar, AL",AL,1075,62.5,X2009.Prescribing.Rate,"Lamar, AL",AL,1075,46.5,X2010.Prescribing.Rate,"Lamar, AL",AL,1075,46.9,X2011.Prescribing.Rate,"Lamar, AL",AL,1075,50.6,X2012.Prescribing.Rate,"Lamar, AL",AL,1075,81.2,X2013.Prescribing.Rate,"Lamar, AL",AL,1075,105.8,X2014.Prescribing.Rate,"Lamar, AL",AL,1075,107.9,X2015.Prescribing.Rate,"Lamar, AL",AL,1075,104.7,X2016.Prescribing.Rate,PIKE,AL,1109,98.9,2017
"Lauderdale, AL",AL,1077,132.7,X2006.Prescribing.Rate,"Lauderdale, AL",AL,1077,132.4,X2007.Prescribing.Rate,"Lauderdale, AL",AL,1077,144,X2008.Prescribing.Rate,"Lauderdale, AL",AL,1077,145.3,X2009.Prescribing.Rate,"Lauderdale, AL",AL,1077,145,X2010.Prescribing.Rate,"Lauderdale, AL",AL,1077,146.3,X2011.Prescribing.Rate,"Lauderdale, AL",AL,1077,170.4,X2012.Prescribing.Rate,"Lauderdale, AL",AL,1077,156.1,X2013.Prescribing.Rate,"Lauderdale, AL",AL,1077,151,X2014.Prescribing.Rate,"Lauderdale, AL",AL,1077,140.2,X2015.Prescribing.Rate,"Lauderdale, AL",AL,1077,127.5,X2016.Prescribing.Rate,RANDOLPH,AL,1111,95,2017
